"Function","Entry","RefAddr","Address","Symbol","Kind","Value","CopiedPath"
"FUN_015ec940","015ec940","015ec961","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\BuildItemUpgradeMaterialList.original.c"
"FUN_015ec940","015ec940","015ec9c5","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\BuildItemUpgradeMaterialList.original.c"
"FUN_015ec9e0","015ec9e0","015ec9ea","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015ec9f5","01bbb1c0","DAT_01bbb1c0","undefined4","-0x44bf19b2","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015eca00","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015eca08","01a18ec8","u_DM_ItemUpgrade-Data.bin_01a18ec8","unicode","DM_ItemUpgrade-Data.bin","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015eca70","01a18ef8","u_DM_ItemUpgrade-EtcValue.bin_01a18ef8","unicode","DM_ItemUpgrade-EtcValue.bin","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015ecad8","01a18f30","u_DM_ItemUpgrade-Transfer.bin_01a18f30","unicode","DM_ItemUpgrade-Transfer.bin","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015ecb40","01a18f68","u_DM_ItemUpgrade-Restore.bin_01a18f68","unicode","DM_ItemUpgrade-Restore.bin","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015ecba4","01a18fa0","u_DM_ItemUpgrade-MaterialGroup.bin_01a18fa0","unicode","DM_ItemUpgrade-MaterialGroup.bin","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015ecbf7","019ec944","PTR__invalid_parameter_noinfo_noreturn_019ec944","pointer","76b5c550","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ec9e0","015ec9e0","015ecc0a","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\LoadItemUpgradeTables.original.c"
"FUN_015ecd40","015ecd40","015ecd4a","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ecd54","01bbb1c0","DAT_01bbb1c0","undefined4","-0x44bf19b2","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ecd65","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ecd79","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ecd99","019ec940","PTR__invalid_parameter_noinfo_019ec940","pointer","76b5c530","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ecdf9","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ece4c","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ece9f","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ecef2","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ed066","019ec940","PTR__invalid_parameter_noinfo_019ec940","pointer","76b5c530","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ed0b9","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ed108","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ed145","ffdff000","ExceptionList","void *","00000000","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ecd40","015ecd40","015ed165","01abdaa4","s_list_too_long_01abdaa4","string","list too long","decompiled\Tables\ParseItemUpgradeDataMaterialEntry.original.c"
"FUN_015ed170","015ed170","015ed193","019ec93c","PTR__errno_019ec93c","pointer","76aefcd0","decompiled\Tables\ParseItemUpgradeTransferEntry.original.c"
"FUN_015ed170","015ed170","015ed19f","019ec940","PTR__invalid_parameter_noinfo_019ec940","pointer","76b5c530","decompiled\Tables\ParseItemUpgradeTransferEntry.original.c"
