"RuntimePath","SourceTable","Field","Status"
"ALPHAMON_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"BLOOMLORDMON_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"DarknessB_Slot_02.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Dukemon_Crimsonmode_Slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Epic_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"IMPERIALDRAMON_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Kuzuhamon-MikoMode_Slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Legend_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Normal_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Omegamon-Mercifulmode_Slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Rare_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"ShoutmonX7-SuperiorMode_Slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Unique_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"X_Evolution2_slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
"Zeedmillenniummon_Slot.png","DM_DigiSummon-List.xml","IconPath","existing DigiSummon dynamic card art; DigitalDraw likely uses missing LuckyDrawInfo equivalent"
